iso3,country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
FJI,Fiji,3960.8890315,3998.79729208867,4086.10434130578,4087.72449101023,4264.59723774177,4255.45097421847,4295.40679748345,4223.44800626708,4240.77265686858,4164.29314800857,4272.359150902,4375.5808542034,4427.97844455038,4630.35126544718,4883.24300436251,5097.53106864695,5218.85823412748,5500.67840152349,5720.21447177109,5701.10435269432,4721.1228189763
FRA,France,33255.1379642335,33640.6738002565,33753.5782979758,33840.6175720101,34557.1471111581,34946.0372494703,35645.4162427116,36322.1685141004,36257.3658930938,35052.8510772683,35578.1968010183,36269.9561530888,36161.2918253465,36256.086680981,36444.3949089146,36702.4323733379,36920.5342846914,37580.5979329356,38062.4435961412,38705.2072940618,35709.2045925926
FRO,Faroe Islands,,,,,,,,,44623.0315871975,42378.2165335393,42333.5215714088,43946.251738291,47303.8655939098,50120.7530887167,52644.7898999399,52637.1903526574,52757.3960429144,53831.0294952424,54433.5931539501,56029.4991512974,54301.6594145787
FSM,"Micronesia, Fed. Sts.",2724.42245620978,2766.08612139035,2776.29556090642,2829.3364363568,2747.87981611358,2824.41492288117,2836.18187521481,2808.83168399832,2759.97734131572,2815.59835156937,2884.91733583068,2989.68205288365,2933.79998441501,2819.90328917215,2740.01667828088,2853.07643587028,2870.49424845266,2922.07246225843,2910.6935304708,3019.25086619614,2951.77114318964
GAB,Gabon,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,6468.38523357609,6264.83611480154,6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966528997
GBR,United Kingdom,39297.1366317267,40082.1359356822,40594.932929345,41706.8303930126,42434.8209023638,43320.5628684438,43944.9985799069,44882.141312304,44508.2874631479,42146.5095879962,42762.720840223,42791.0934313474,43136.7006795996,43585.1936238647,44627.8818268644,45255.3449216209,45888.0105130748,47018.0254757676,47514.7763693453,47864.7588712634,42982.4631007642
GEO,Georgia,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234
GHA,Ghana,1022.27520714566,1035.22666053257,1052.46591644399,1077.69990866645,1108.30475353633,1143.31178934301,1185.26570738595,1205.31705804209,1282.63416886747,1311.63053760125,1381.2279503506,1537.81834019283,1640.54072088003,1718.59704769958,1726.36930134647,1722.77282833606,1740.81101902928,1841.44636153249,1915.4532323781,1999.55372220211,1970.19411460398
GIN,Guinea,614.137235083638,628.320554864936,650.554963973291,644.071217908894,645.182843390689,651.359606871604,645.472001923653,673.698997420626,684.775780377366,660.756701330284,675.736917327708,696.199991395571,719.505916794546,729.833143236326,738.272274481308,747.356966759448,807.236421043888,867.907502577607,899.907328045175,926.42221954853,945.570903389665
GMB,"Gambia, The",659.911237641141,679.539755947951,640.03893213613,665.834222326194,693.563314497133,658.676285443081,636.596026908866,637.20930597537,657.675679192228,681.433469086571,701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251
GNB,Guinea-Bissau,571.094015178625,585.837980688333,594.040535151552,579.092506821836,572.526464627294,595.94255560187,597.257151722046,597.482020935948,608.958620496925,608.202131879882,625.904027290582,658.953470528116,630.66862302825,634.095456089352,623.610159103365,645.066837207039,663.242608032005,677.466131311367,686.456819839526,706.298562874985,710.275129060129
GNQ,Equatorial Guinea,3839.08642737128,5882.85050306586,6604.00546310809,7082.65489186921,9208.60566707162,10212.4545051498,10521.9996774827,11594.9172068456,13048.0703050168,12627.862381545,10984.3243932426,11203.9073679091,11650.7196270884,10731.6455729191,10363.4872473549,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492
GRC,Greece,18002.9064613985,18742.4235780691,19548.3677447396,20632.2557041942,21688.1050959558,21880.5265835801,23220.5324419197,23973.6936091313,23923.8800731311,22878.1346644397,21547.724178239,19448.255802525,17924.6620496886,17644.8766635021,17903.5252440012,17980.7298238137,18049.928997892,18352.0884461258,18769.0389621976,19216.6759579785,17486.951333323
GRD,Grenada,6677.1265230922,6509.51660313374,6707.36873532777,7309.78547094579,7233.29494434962,8162.91232124727,7808.24358323434,8257.36225682689,8307.49221491819,7733.12990600058,7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372
GRL,Greenland,31623.0591501943,31914.1710964481,31483.6074780094,32787.9680355213,34961.9356097257,36681.8055890619,38828.8524943222,39896.875364094,42527.6668469766,42899.7441985862,43481.5161087805,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48169.9406957389
GTM,Guatemala,3165.9323746889,3166.20351297452,3213.26837369582,3222.15468293683,3250.20406037693,3284.80971612832,3388.15003339926,3527.7782721364,3569.92861121538,3516.19227725255,3546.6258162259,3621.37409769184,3655.57315791242,3717.30462628413,3809.61587570091,3893.50533299068,3924.77894837098,3972.74057836068,4040.2121371198,4139.12203836307,4005.83911593999
GUM,Guam,,,29576.221681311,29685.9531745657,31483.8141949558,32520.3729565352,31242.462900947,31385.0475162113,31941.2706025874,31988.7229358255,32644.1484056205,32665.3787483379,33404.9317636913,34044.3190415455,34755.2691107298,35165.7014644795,35373.8483143417,35850.9025520506,35731.2203743081,36830.1264410973,32884.8852646787
GUY,Guyana,3759.60789699989,3847.09461851367,3894.87107415198,3873.04123684261,3937.11435304522,3867.93308158647,4076.77981715707,4382.10449666813,4472.34517889699,4649.34144792756,4860.09110980566,5133.89539813637,5403.79899428921,5573.3421790463,5635.71704117947,5640.41560569466,5818.61682204646,5997.18271426826,6080.90612132746,6278.63054079553,9010.61000469878
HKG,"Hong Kong SAR, China",26933.2377453994,26885.4284833926,27210.0693480769,28097.108881817,30304.3126863152,32401.3907659685,34458.0498746756,36371.6859370268,36924.0883854556,35938.5902369431,38090.0213994329,39656.3392885062,39887.8339456509,40959.9813033996,41796.8681867763,42432.1619740441,43087.5455578429,44380.8100340362,45280.5079891951,44195.2768644431,41451.2981131333
HND,Honduras,1789.47798512637,1789.18816032117,1807.97305547292,1842.29750018813,1908.90950050464,1975.85647913236,2056.53491469231,2134.19540639485,2175.14709403064,2076.30859895638,2108.47314459603,2144.56265540491,2188.39378817891,2205.40126728067,2229.24772232218,2271.20265980349,2315.72983058198,2383.37398439714,2430.13503657762,2447.61649282181,2189.43168668222
HPC,Heavily indebted poor countries (HIPC),679.180241236318,685.314051709361,691.889343076378,699.033702737859,718.761366870826,737.272732422018,757.521668994488,777.28450144481,798.444777244499,803.144160263683,829.378145273867,843.531584159094,853.586116932267,877.826285990185,899.664821616374,917.296109229181,929.831454420103,948.559641481731,960.452334962383,973.374706001474,946.680806659878
HRV,Croatia,8880.26980689876,9515.73569793698,10062.0396800621,10619.3078243865,11059.0980614364,11522.7905248265,12104.0421469867,12717.9875997872,12970.4376964616,12099.5521781656,11965.0049285028,11993.0713179162,11780.4742767284,11838.2152450357,11862.7609491821,12283.7840620053,12848.419539107,13485.3012514274,14060.9874833125,14641.663970693,13545.4881162417
HTI,Haiti,1342.89490450523,1314.11419693969,1304.5293810385,1326.47161042212,1286.90282128221,1304.33303731231,1305.03813815611,1343.61111422048,1356.53400140048,1412.89653523429,1317.58389339746,1369.16921255852,1354.88546124499,1392.38204736859,1411.76834802154,1411.12684746796,1416.74881879698,1432.67228609541,1437.35251928349,1394.42114071112,1331.69778506932
HUN,Hungary,8979.73578602949,9365.95393193015,9836.94065083321,10253.723920764,10786.4881991495,11272.7345428122,11734.4544729813,11791.7074416876,11929.7209867703,11142.885928524,11287.3686666108,11536.3578996772,11440.7622718825,11729.5720798501,12287.3779441033,12782.9412577973,13145.6559885563,13734.2442804335,14533.7783144312,15290.8085466331,14664.2971195385
IBD,IBRD only,2749.80831717138,2816.38977629068,2910.20278298267,3047.64543408152,3247.0612433535,3445.04385258554,3692.82779557534,3983.15719895369,4176.83978299189,4249.10322422767,4532.44068726031,4770.23592201554,4976.44743175894,5178.96430999103,5369.52452689677,5546.04775275526,5737.47076646059,5977.69739757901,6214.51417284405,6411.71326335692,6286.40775617083
IBT,IDA & IBRD total,2339.75101446893,2390.57985292545,2464.90323602782,2571.74673053759,2729.87046222028,2885.28754662659,3077.74191466409,3301.24424278247,3448.17245200466,3502.68472824197,3719.8597539937,3896.56523344649,4047.32325168607,4201.8456378006,4347.00390778606,4474.43525326247,4610.83755480503,4784.65501107103,4955.36761741777,5093.37981842859,4971.5872211169
IDA,IDA total,899.61428305683,913.556204734526,940.32537147169,963.438932636273,1003.9852047643,1041.06280109594,1077.82305096995,1114.49335203344,1143.00694096765,1172.44269252611,1216.18056240843,1238.54733221968,1252.842684541,1291.78901874009,1333.06862092098,1350.30758062231,1364.45810556663,1388.62153707152,1418.00708422156,1441.63139770219,1384.63983352976
IDB,IDA blend,1294.78635186488,1311.16206592853,1360.4889922868,1387.37333221866,1452.76112133181,1501.63150824282,1548.60504186971,1590.6428814843,1614.19473989247,1665.56682453196,1720.09334929676,1749.06036275665,1786.6430670936,1848.24174811877,1914.26316168169,1947.85246838642,1953.37240963399,1968.31540790627,2003.84851119473,2023.85818922165,1918.37984704312
IDN,Indonesia,1828.10265968361,1868.59172307292,1926.37435868149,1991.91820506473,2065.70617470842,2155.4478015921,2244.0802226202,2355.1528565328,2464.60193418272,2546.21969707767,2670.8129098953,2799.62468790318,2930.518445323,3055.24246006469,3170.72103011429,3288.22269725538,3416.81005170972,3553.51999262321,3701.32155461912,3850.90321738979,3739.44906563161
IDX,IDA only,688.770584647754,700.753432922257,714.992762414711,736.012835320929,762.575661839901,792.915050928441,823.90017446983,857.07992787155,887.590717483649,904.189618538802,941.170103265961,959.3674453315,960.714392094918,987.02078318094,1014.81643854082,1023.43894668408,1043.11282497367,1073.15500247042,1100.05510569349,1126.69021132065,1096.83173371503
IMN,Isle of Man,46274.9709691403,48252.7638498277,50714.5824703383,53224.3527757804,55464.0220993356,58201.5990838178,62075.7601604994,66029.9755907183,68520.6825624937,69192.0258221691,70747.8417587183,71727.5055082703,77009.2978612012,80383.8273088527,84778.5806639347,84753.5187422732,90783.7647245394,93200.3108083857,95040.4061748938,95110.1385990737,86595.0676099275
IND,India,756.704109527449,778.507377528365,793.615912906381,841.278894571674,892.596614581612,947.732565646672,1008.23275343783,1069.24696813025,1086.50605251513,1155.10163274172,1235.15939133951,1281.61054354933,1333.09626557668,1399.4537980287,1484.31640682913,1583.99815907985,1694.46534973825,1788.69770318446,1883.35772705062,1936.03067741067,1806.50110583878
IRL,Ireland,42599.4803921319,44151.1536032557,45974.4881988842,46594.8620267616,48856.3238587396,50547.2123729763,51656.8194855887,52849.6948429458,49461.1594281353,46466.3794269222,46991.6464673949,47539.9181739968,47147.1604669421,47928.0346487005,52044.6201181887,64250.1385181257,64205.979777351,69748.6221034014,74029.0550611436,76485.635854651,80927.936475395
IRN,"Iran, Islamic Rep.",3885.30183360649,3917.29935489016,4198.95356080727,4511.43134034458,4607.45169088209,4650.35841490708,4778.7934584732,5084.71796043623,5035.94008533618,5023.89314362941,5249.06133369759,5321.75870744453,5058.64637811835,4916.97291948475,5093.20319702187,4952.73355532178,5312.61724954192,5395.2398398598,5127.22495367018,4952.45669081078,5132.82430762118
IRQ,Iraq,4172.78025105244,4116.09405320279,3660.92527507177,2250.06990123369,3354.26588756715,3310.86344473993,3471.98744698568,3565.58054079041,3781.78001712762,3768.17284328983,3881.94327045302,4030.01686860986,4387.90469058707,4504.82687537354,4446.97343234862,4440.14189252367,4932.9272911439,4736.32710809857,4749.00921836896,4898.14897652265,4213.99843766061
ISL,Iceland,43472.3369863945,44545.9822640262,44389.5560505836,45088.9225976672,48101.7116286153,50674.4411254865,52306.1284689188,55457.3601417561,55360.8136015347,50581.0846203691,49528.4864575422,50058.8302502676,50375.4116888351,51696.0876528983,52102.5757919438,53505.6964079339,56049.2928648152,56657.9800285572,57731.6523401884,57118.8452718755,52464.3072858637
ISR,Israel,29413.4894578106,28808.1300136037,28195.8676389139,28092.6176251486,28883.247588548,29623.7172812577,30734.9619835354,32103.1628576567,32554.0413211945,32178.5727387015,33344.7213294093,34540.6749784398,34738.6587001,35489.5086561247,36129.3146105805,36213.1041481958,37093.7879065422,37963.0491190696,38729.6426036983,39407.2016076709,37935.5432717179
ITA,Italy,32609.66746283,33243.599343976,33267.4474482048,33110.1698494812,33348.9744820456,33407.6754716472,33873.0493680093,34159.9109244074,33550.6340800063,31587.0638416305,31928.5543621096,32039.5032494316,30953.4147447427,30330.0221599668,30325.0287793923,30639.8829751432,31077.6792675211,31635.52277108,31819.3971830067,32180.4341017428,29469.7989238626
JAM,Jamaica,5197.39692210665,5234.02744397806,5305.87658697244,5467.17406988236,5507.20135110043,5525.73577833713,5656.66803579988,5710.53878446758,5639.58974873397,5372.14234169511,5271.57221477938,5339.62170188798,5284.00852557589,5289.88438546111,5307.19165380801,5339.30718256806,5472.28314023034,5586.1365723133,5717.87621107532,5814.79275311692,5317.84145033966
JOR,Jordan,3412.07673213708,3518.76635312228,3644.62434644332,3713.15193593268,3935.15704743447,4151.61313015439,4209.86864014361,4287.35229821209,4489.95545537311,4615.23067817324,4621.5742854131,4631.67703841605,4677.47613977192,4556.52023716712,4282.11872849239,4042.75678097555,3933.14704611068,3940.70199181145,3928.77026821205,3919.06426916073,3806.87949354914
JPN,Japan,31430.631130325,31476.0520665746,31416.1241772309,31830.217584972,32515.1158024695,33098.5474664881,33531.518563066,33990.0360341367,33557.6454041595,31651.0837739562,32942.2020783835,33011.1342301291,33518.4449368599,34239.8862473488,34386.9058552671,34960.6393843385,35242.199377148,35861.9728545672,36138.5290824814,36043.7844013518,34642.9718743239
KAZ,Kazakhstan,4269.33016782791,4822.52862802669,5267.6990320263,5724.43199248054,6233.29439373307,6787.4115548789,7450.39687062615,8036.87599811505,8216.52181589585,8218.39912556048,8704.70655484556,9223.3021336315,9531.91477617058,9959.72586930534,10226.7100539683,10196.1226255982,10151.423313302,10404.2718646317,10670.2120148279,10989.6840718388,10565.0359816235
KEN,Kenya,1195.41296851656,1202.29348759987,1171.4262517349,1169.14433674051,1191.25443604556,1223.44738472019,1263.54164666211,1309.91092948216,1273.77226103073,1276.73503486074,1340.16467408856,1370.58000874482,1396.30178709756,1413.94142522583,1450.59338202277,1489.11959777284,1517.97796057742,1542.33773973372,1596.69045914945,1645.70961777862,1609.33414078281
KGZ,Kyrgyz Republic,718.342832397662,749.423779561565,742.44300111832,786.350474964134,831.482103944381,820.709519437592,837.138026647346,900.02796489729,966.409971184817,981.220904665529,962.764789828724,1005.4831781815,985.8472865972,1069.78404438716,1088.58214229508,1105.65193844261,1128.3161612818,1157.18275758067,1175.0712778747,1201.87701429721,1093.32856461422
KHM,Cambodia,598.561915252147,632.833573980849,662.188341283454,719.333494240509,775.847139030978,866.340290123209,947.065220050691,1030.23117620792,1090.57475806147,1117.25834194514,1155.85236856699,1221.38839852454,1295.25271477893,1376.29557595926,1464.53115866927,1547.32010444393,1645.46671578126,1753.93530504662,1884.28374817086,2008.32094006706,1908.63427518336
KIR,Kiribati,1555.58190420161,1477.951639475,1467.99259660077,1415.54564772956,1378.9582420937,1368.99716100101,1419.38709899471,1433.3573454448,1361.83587176171,1340.27593200253,1328.78764145125,1348.06011226744,1405.50280446236,1493.49134858915,1492.8506819325,1639.85274740652,1731.43693824902,1769.51191332519,1803.94864980951,1835.21963082467,1777.0447605811
KNA,St. Kitts and Nevis,14039.0281125333,14610.9099610508,14727.3908829316,14100.3067967234,14619.795111247,16000.5658929826,16457.8622372067,16508.1437081315,18325.7612670282,17671.2547069735,17688.0690103409,17958.6813977053,17770.4963640576,18773.8926898397,20187.8061975481,20328.8003530109,21133.6575914414,21191.6047083703,21635.4972146482,22297.7644995701,18918.8263456611
KOR,"Korea, Rep.",17763.1353417297,18460.4288193829,19775.3800655139,20278.0406421178,21244.8136800528,22123.7613066851,23162.1860111297,24391.7651013448,24934.5396367691,25009.9148311999,26623.0487122927,27393.455357272,27944.0564190045,28732.711152033,29470.6732991655,30171.7906545222,31005.4072876388,31979.9027302467,32852.8887488942,33496.3113815643,33215.9298928108
KWT,Kuwait,31341.9780819419,30573.4284224199,30702.2162068121,35169.6335737863,37918.5405829238,40451.2551656974,41137.969927672,41113.8693942735,39852.5129115699,35124.0853941026,32568.4981754501,33545.346271839,33578.3309651964,32311.1800008536,31073.1537300624,29882.2126495698,29454.4426388829,27048.3706935958,26706.0191660864,26580.2264741607,25541.5378987908
LAC,Latin America & Caribbean (excluding high income),6581.31117825537,6499.33288090151,6434.32879860597,6503.48118498348,6762.11459440306,6946.74709329377,7223.70712678657,7518.27936660187,7709.18247419356,7438.00793773364,7849.05546645435,8108.49237821588,8210.27585605715,8349.88402062256,8370.00694208678,8308.73911709951,8184.512260438,8264.74819899468,8307.30884340362,8275.309631343,7669.33977303708
LAO,Lao PDR,917.228038617529,954.123505414634,994.492241963795,1038.71192767783,1088.76034728831,1148.68153852071,1228.08927619923,1301.08597549864,1381.73754223953,1463.3379666846,1564.91068311647,1666.40086189871,1774.63585203672,1890.27861294875,2006.31195444447,2121.01339097363,2234.76098741846,2351.57441747595,2459.97874636195,2554.95638019245,2529.74622698761
LBN,Lebanon,5958.97836750301,6085.76041420146,6207.24133893746,6319.76518298647,6633.75258002393,6707.18024635316,6696.37428200596,7179.34520092306,7701.29823027979,8375.48851252821,8955.54336184707,8936.20027462737,8920.8056984673,8443.53856528784,7830.4151113336,7714.1099998804,8019.1416913426,8305.57405425721,8388.7235123835,8064.04873416236,6440.82843092922
LBR,Liberia,754.850917360951,754.422355762017,762.716393927064,528.567395543421,535.995882066218,539.665378841936,551.377446611852,574.609394348543,591.185378141907,603.256211077605,621.783295071575,646.908727016597,674.360011422232,717.007280358975,707.157694930142,692.590082351257,668.031513175601,671.260899835355,665.875439637137,636.699384824869,605.025475431411
LBY,Libya,10853.8059516526,10467.8776146012,10170.3095776338,11267.0627623548,11529.1086646221,12628.896152656,13176.7758911904,13712.9602583972,13403.0004645911,12549.0854345521,12913.9334939386,6569.59477578957,12599.258882136,10126.314927806,7644.24843947404,7458.48917756374,7236.16409923502,9435.60060040046,10020.9165751361,8768.4104874586,6102.79864032512
LCA,St. Lucia,9198.93894352203,8795.54582090658,8755.45939353129,9054.06778374517,9637.37801390276,9527.58469430542,10045.6504032593,10147.4432459936,10583.4310172598,10219.8024011561,10191.3146827694,10576.8979743596,10517.2777635533,10279.4155096001,10369.9382566513,10334.9860823918,10644.1612913407,10960.4843512477,11233.8883578457,11114.7785940338,8379.27495097388
LCN,Latin America & Caribbean,6742.02693662191,6684.07410400188,6609.21038163943,6668.60355308319,6962.62599800076,7160.79420102627,7448.60250979921,7751.40903587761,7945.73521560181,7675.9903619546,8060.79704671081,8325.46913166974,8455.45328055859,8595.42651886992,8610.67003577239,8547.2373391789,8405.14560348327,8458.83384476335,8489.63171792301,8447.24518593474,7812.42544444341
LDC,Least developed countries: UN classification,638.39449831344,653.902811861857,672.408116961001,689.669092895827,717.390630227449,752.258316981262,784.786114587078,822.42722071663,855.395791284952,870.835035166982,904.747247036902,913.190170022172,921.298988545368,951.753124130944,979.192124616685,982.894810600519,995.154750826763,1015.62255142587,1038.13136576604,1063.5016284707,1037.48119670683
LIE,Liechtenstein,,,,,,,,,,,,,,,,167187.15730982,,,,,
LKA,Sri Lanka,1956.93310381072,1896.48251734068,1951.22522777045,2052.03045078787,2149.10628588002,2268.6880127005,2426.34873273046,2573.54362192705,2708.58594222506,2787.27350976338,2993.01411511147,3232.37350382301,3484.79049033884,3728.93586647848,3929.92062032185,4057.7158346231,4214.74117992085,4436.00789945768,4493.03575444544,4455.78189608267,4227.23315306594
LMY,Low & middle income,2169.24580163668,2214.39575681474,2286.40894364045,2387.09560676557,2533.63490609155,2681.80911389239,2861.63623205145,3071.96637646344,3209.89152688519,3292.95225009223,3513.14255185016,3685.31687703342,3833.91840392667,3994.67974612361,4145.78134336883,4284.85686298442,4431.18235187323,4608.67872042193,4779.40840873637,4919.20859980592,4809.84896387149
LSO,Lesotho,725.263668707773,752.243212493971,760.033443180306,798.540500554454,817.793597897186,853.960500629797,893.750686627156,927.26863327342,971.881366821351,952.747929746529,995.233432451681,1031.99721564343,1086.39034816283,1093.95323489272,1100.04993684215,1121.19851342518,1147.58748801671,1097.82166812752,1068.44462913373,1040.99351014117,944.834128375429
LTE,Late-demographic dividend,3466.01310620559,3619.46654540267,3812.59136967467,4048.48471590844,4352.77899604091,4662.84590388694,5063.68908694481,5544.40085964957,5891.622096914,6074.36748179082,6525.60694866136,6949.99107912565,7305.27620420521,7662.87637611851,8010.29794417952,8331.63270803563,8646.07589908332,9041.21609671517,9481.09349361995,9886.07149064231,9878.28626310562
LTU,Lithuania,6384.30865426374,6854.52512826671,7374.0979710116,8218.69336289848,8851.92598922347,9692.86853763267,10577.2145522871,11889.3545234657,12324.5197331387,10612.9204044582,10884.1161852582,11836.7200384033,12516.6184065667,13145.8069309969,13753.1895982305,14269.8039878287,14823.107153522,15695.9993288456,16604.9021440809,17431.7239081591,17443.65526328
LUX,Luxembourg,92527.7108705226,94243.7068360989,96269.5797484275,97597.9973184565,100292.566948333,101222.044353044,105614.178851764,112417.876989455,110094.791529429,104574.349049084,106544.057363484,105290.249021891,104487.744312565,105338.955521681,105583.937273429,105462.012584423,108351.451826983,107142.126672598,106788.728745199,107591.965850496,105274.2471768
LVA,Latvia,6336.38296707987,6833.4354323157,7443.22944659059,8149.00183600084,8957.23393555082,10106.2626157732,11507.4648265658,12810.0409502542,12506.6945041012,10675.425174228,10500.8666223014,11018.5152421583,11971.0107466522,12353.5386135301,12731.6771959342,13321.9753140616,13787.3367440023,14382.8612727134,15120.0698171804,15328.3859933295,14900.7295718866
MAC,"Macao SAR, China",31772.6302531656,32441.6760183581,34967.8914561813,38581.6976189322,47665.9330386643,49470.940295748,53240.2045750276,58376.1176047275,58146.3285846714,59528.8350159491,74195.0577762344,88168.9713699088,93192.885853941,99054.4980289716,92383.8434915276,69902.9605741233,68391.3415491921,75650.1261840452,79178.6506290559,75724.6078280261,33853.7761550109
MAR,Morocco,1957.14135742188,2078.96606445313,2127.50708007813,2229.576171875,2301.08178710938,2342.15478515625,2489.99291992188,2540.615234375,2648.58569335938,2710.66650390625,2767.04223632813,2879.53930664063,2927.45043945313,3008.185546875,3051.458984375,3146.24780273438,3124.42504882813,3242.64428710938,3304.7119140625,3364.73950195313,3090.89428710938
MCO,Monaco,120456.506337384,123122.12291461,124481.880220824,126022.239091348,129403.404955341,132253.218402608,140615.178788026,162028.480643444,163243.752211148,142375.532007071,141814.78664157,148272.711991792,146472.677860476,157167.975027858,165288.200345355,170437.101188261,173120.189785092,165781.779121526,173041.761057866,185582.7556905,161262.925884403
MDA,Moldova,1346.91567176561,1432.2768928234,1547.57421231612,1654.36629303195,1781.19145323724,1919.44550763748,2017.17730062908,2082.51260097669,2249.22589719372,2116.94357544097,2269.51116145996,2402.94446306051,2389.08666147529,2605.85029986142,2737.80185056647,2749.55137054338,2910.95486872376,3085.33305844263,3267.9961042872,3438.67732670712,3188.91691602699
MDG,Madagascar,465.529509827021,478.40561494987,406.70122213637,433.601040301214,443.278654985967,450.955230911228,461.540337897729,473.785462328449,490.963935389518,457.789754866068,447.417143030687,441.755158414121,442.641500123543,440.674658903628,443.343869908205,445.320069480568,451.15659433146,456.851859574031,459.330367799543,467.27741349648,422.924255422319
MDV,Maldives,7037.08546104613,6647.6503820039,7012.25568873173,7845.29307409315,8174.41607301248,7141.88377049891,8620.72814678183,8933.17166363858,9396.49733610486,8313.4098369723,8569.52494600725,9005.81391375104,8907.66134868182,9213.32791442475,9612.07861806739,9644.90655028145,9909.07669723415,10263.2991147672,10793.8941325367,11194.9253748064,7295.60220956454
MEA,"Middle East, North Africa, Afghanistan & Pakistan",4004.84887081865,3989.70458625268,3980.86113304131,4072.49109670511,4292.69394546798,4413.06728927417,4564.98448996785,4689.93167710735,4780.09426990896,4720.39884992496,4846.87350895943,4921.0673637503,5018.45851427188,5030.48983466441,5086.55092778754,5125.68064083245,5259.35921867209,5279.9701627926,5321.7434512062,5316.51746627674,5033.14208530647
MEX,Mexico,9581.96970210753,9398.35074355724,9242.27886130016,9221.99666693097,9421.28975988024,9491.51730225718,9813.8280424425,9877.69532644737,9826.3421836048,9074.1188145564,9389.06722084275,9575.93437788582,9782.51776305354,9738.71059803658,9862.48125444199,10021.2386118827,10100.5021214015,10193.7727193457,10296.8690928534,10159.4448364319,9234.64362317923
MHL,Marshall Islands,3040.59677355737,3224.7911898754,3322.41127856101,3256.97244330835,3234.15265200518,3284.78403267445,3285.12078781351,3403.47842798117,3146.26177205458,3262.26955535477,3441.31888402121,3433.06297801838,3420.91444796671,3602.92811901896,3620.77275283155,3764.34426229508,3946.8444109078,4190.93468589482,4542.34293916308,5162.81500670348,5172.57528216176
MIC,Middle income,2277.27178754853,2326.35581527473,2404.29239657687,2513.07600926272,2671.06832098,2831.05223711225,3026.12925447476,3254.29975423416,3404.98708871015,3497.74128828918,3737.17369206799,3929.35951257039,4098.86423214222,4276.8418859906,4444.30945842191,4602.5168269161,4768.02490169307,4967.67314800986,5160.5638050536,5320.7385938622,5211.08110372645
MKD,North Macedonia,3283.37934095351,3169.32514368931,3240.11064526089,3307.92040834712,3473.76544811451,3657.56307699216,3866.74650622977,4140.63354809364,4392.5507164151,4405.20045750867,4582.36517512347,4711.13027870081,4708.05168535923,4863.68088666968,5053.75001236367,5262.68671928674,5429.94678358359,5510.81862920922,5698.39334484489,5961.58475399191,5743.72649424581
MLI,Mali,682.49742045713,766.960343246307,766.073669042446,814.808466525191,800.501816706213,794.373328211361,797.100532884951,784.893915016638,787.156518987615,803.486738927624,821.181286587872,818.399030995547,786.323471336853,788.819448205749,813.975661285204,838.11986940103,860.75307554569,878.561348377434,892.978322791418,909.751069703313,872.389426814294
MLT,Malta,17178.3773811056,16920.7309706609,17255.4299440987,17775.4264786392,17728.3659761648,18123.2685184554,18479.213008171,19342.3252929886,20064.4610845081,19635.9157805971,20750.6479461598,20867.9310851632,21529.3982167566,22626.4981391343,23866.0667851301,25529.6813337717,25969.5120352027,28546.6597365912,29536.8052374716,29522.661886008,27861.8202844538
MMR,Myanmar,298.590464510138,328.973872713504,364.855800197477,411.498764127557,463.33013572168,522.099544791815,586.085579935448,651.729730899198,714.620419027129,785.634853168658,854.932478027749,895.512538762631,953.123081936485,1024.69060474658,1099.24387751605,1166.73305547935,1225.37913972668,1290.56409027458,1361.56831265985,1440.98988238708,1301.3138635245
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2321.52904553104,2335.69507943702,2358.79891547333,2372.1522342386,2497.58482977173,2562.3377597191,2639.88906827009,2733.1384102406,2767.19555091699,2783.30273792282,2855.29913107747,2785.48050527274,2827.37154127985,2804.95389859493,2819.68602311378,2802.63134980954,2910.61808296495,2959.5986439925,2968.95602708448,2957.01658493792,2829.04712608404
