ISO code,Country,Variable code,Variable name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BGR,Bulgaria,cn,Capital stock at current PPPs (in mil. 2021US$),70033.296875,77376.8515625,90413.1328125,101232.59375,92672.171875,106063.78125,129411.8515625,156496.078125,182691.625,222939.390625,260762.15625,323868.46875,334460.625,353256,366989.03125,384065.90625,403796.90625,408148.03125,451544.15625,460462,477210.59375,508802.03125,508341.59375,524815.625,541700.625
BGR,Bulgaria,emp,Number of persons engaged (in millions),3.08780002593994,3.03929138183594,2.91605138778687,2.96328663825989,3.0431694984436,3.1425085067749,3.15527272224426,3.29078602790833,3.4416995048523,3.5560564994812,3.44256734848022,3.25404667854309,3.13756918907166,3.10454273223877,3.10555720329285,3.1547064781189,3.20811891555786,3.19218683242798,3.33339285850525,3.33594369888306,3.42094802856445,3.30320000648499,3.2553117275238,3.33363175392151,3.10234546661377
BGR,Bulgaria,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.88582158088684,2.90184617042542,2.91945862770081,2.93717789649963,2.95500469207764,2.97293972969055,2.99098372459412,3.00913739204407,3.02740073204041,3.04577541351318,3.06426119804382,3.0828595161438,3.09415435791016,3.10549068450928,3.11686825752258,3.12828779220581,3.1397488117218,3.15125203132629,3.16279745101929,3.17438507080078,3.18601512908936,3.19768786430359,3.21906208992004,3.24076652526855,3.26280808448792
BIH,Bosnia and Herzegovina,avh,Average annual hours worked by persons engaged,,,,,,,2152.99,2138.37,2152.71,2177.11,2145.64,2126.91,2123.27,2142.94,2141.97,2137.95,2115.37,2176.25,2124.61,2141.97,2131.55,2046.41,2172.14,2129.88,2121.9
BIH,Bosnia and Herzegovina,ccon,"Real consumption of households and government, at current PPPs (in mil. 2021US$)",29723.087890625,28530.283203125,29314.130859375,30619.4296875,32219.916015625,33113.35546875,35348.421875,36840.07421875,39613.22265625,42125.88671875,42336.49609375,42708.98046875,44444.0078125,45128.93359375,44034.6328125,44194.47265625,45164.6796875,46342.01171875,46437.125,46872.65234375,49366.2578125,48315.37890625,49174.69921875,50075.96875,50634.6171875
BIH,Bosnia and Herzegovina,cn,Capital stock at current PPPs (in mil. 2021US$),31308.326171875,35220.734375,38989.04296875,43173.1484375,47311.0390625,51601.578125,57349.58984375,73003.46875,78097.71875,89488.6640625,97257.9609375,111722.9140625,128960.3203125,135215.203125,142923.28125,143969.109375,148386.546875,142553.75,156732.359375,170136.234375,173311.484375,180560.984375,170671.40625,178280.828125,186714.4375
BIH,Bosnia and Herzegovina,emp,Number of persons engaged (in millions),0.930211961269379,0.921524167060852,0.921736598014832,0.919506549835205,0.903347432613373,0.873310625553131,0.84292197227478,0.822493731975555,0.831286549568176,0.870815992355347,0.833529889583588,0.770090818405151,0.740081071853638,0.708164393901825,0.692019164562225,0.674930036067963,0.657287538051605,0.661325454711914,0.687042713165283,0.698545575141907,0.709878623485565,0.694865465164185,0.69385027885437,0.707092523574829,0.714899301528931
BLR,Belarus,avh,Average annual hours worked by persons engaged,,,,,,,1903.06,1895.92,1888.42,1882,1871.17,1863.83,1855.54,1846.08,1836.3,1826.75,1814.65,1806.66,1825.62,1843.25,1848.48,1816.28,1846.86,1853.34,1874.84
BLR,Belarus,ccon,"Real consumption of households and government, at current PPPs (in mil. 2021US$)",80083.3046875,80800.546875,86072.2890625,88390.703125,89620.046875,92175.453125,101157.734375,111720.2421875,124409.265625,143134.484375,145820.515625,162410.9375,170666.609375,167682.40625,165282.84375,166564.5,164745.796875,162584.265625,170660.171875,168738.765625,184549.015625,190985.203125,186813.96875,186602.265625,196816
BLR,Belarus,cn,Capital stock at current PPPs (in mil. 2021US$),635275.0625,563322.6875,501351.90625,452831.84375,418530.75,396641.21875,385773.5,384327,385893.5,394375.84375,402706.875,416735.1875,435329.75,434354.40625,579500.0625,555445.5,595442.875,598721.1875,608639.25,765443.0625,938820.5,1170744,1373106.5,1390005.625,1408204.875
BLR,Belarus,emp,Number of persons engaged (in millions),4.03460216522217,4.10791969299316,4.17505359649658,4.2298150062561,4.27414464950562,4.31565570831299,4.35154247283936,4.39880132675171,4.43916463851929,4.52364826202393,4.55315113067627,4.61062669754028,4.59869909286499,4.52054786682129,4.48750591278076,4.45986843109131,4.40638399124146,4.31807327270508,4.26726961135864,4.25134992599487,4.23260450363159,4.18783903121948,4.11679363250732,4.03656673431397,3.96889638900757
BOL,Bolivia (Plurinational State of),avh,Average annual hours worked by persons engaged,,,,,,,2188.09,2170.07,2195.81,2201.54,2210.75,2194.3,2183.91,2187.16,2178.33,2222.29,2228.73,2230.69,2141.62,2078.15,2067.69,1874.79,1999.71,1977.15,1967.76
BOL,Bolivia (Plurinational State of),ccon,"Real consumption of households and government, at current PPPs (in mil. 2021US$)",28258.865234375,28827.19140625,29410.73046875,30283.037109375,31331.52734375,32629.625,34928.96875,36776.0703125,38993.421875,42106.68359375,44623.4453125,47822.99609375,52124.0859375,57719.28125,64316.92578125,71740.8203125,79255.21875,82947.625,90234.8359375,91883.6640625,96958.2890625,89740.09375,96971.1328125,100441.75,103240.78125
BOL,Bolivia (Plurinational State of),cn,Capital stock at current PPPs (in mil. 2021US$),57476.31640625,62030.02734375,66994.8515625,74519.4609375,82652.1640625,89935.5390625,94500.4453125,97882.7578125,101184.984375,108454.4921875,116931.6328125,126219.8984375,136299.421875,143689.90625,154807.125,167532.796875,183645.109375,198099.875,216736.96875,255192.140625,283571.6875,310276.03125,332737.75,343469.46875,353714.5625
